case,bug,test,seed,source_run_dir,primary_type,uvm_level,fatal_file,fatal_line,fatal_time,fatal_message,mismatch_type,has_dual_compare,has_simplified_ibex,ibex_index,spike_index,ibex_pc,spike_pc,ibex_opcode,spike_opcode,op_pair,matched_count,mismatch_count,pc_region,sim_line_count,regr_line_count,trace_line_count,sim_template_hash,regr_template_hash,trace_hash
93,bug_129,riscv_machine_mode_rand_test,23100,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,98,98,80005c0e,80005c0c,srli,c.addi16sp,srli|c.addi16sp,118,5747,8000,70,6,8694,eae26901294144e4,3563d9c5c957197b,3927c558dca48b77
94,bug_130,riscv_jump_stress_test,23102,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,839,839,80003a2c,80003a3a,c.addi,and,c.addi|and,817,9567,8000,70,6,15749,290ba503b5d15c26,41121c82e895dd9f,d3fe0ab710f0f6d1
95,bug_130,riscv_jump_stress_test,23103,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,230,230,80000bfc,80000c2c,srl,div,srl|div,220,3853,8000,70,6,912,eb7b825399329981,dcea493a5ef56a8d,b40fe8ff75c6cb86
96,bug_130,riscv_jump_stress_test,23104,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,67,67,80000182,80000186,addi,jalr,addi|jalr,63,2949,8000,70,6,4637,b333a2e593d6ee37,e2de6bc0cfb293a7,ebfb08c55585ee16
97,bug_130,riscv_jump_stress_test,23105,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,161,161,80005b56,80005b4a,c.li,c.lui,c.li|c.lui,159,4845,8000,70,6,7383,e905937600646681,73579a38f2b14bb5,9b6bf55aef81c0fe
98,bug_130,riscv_jump_stress_test,23106,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,180,180,80000414,80000420,rem,srli,rem|srli,173,29,8000,70,6,463,7de60634cb88ecc8,7376741cc8ba9fc0,12e437aba4426e88
99,bug_130,riscv_jump_stress_test,23107,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,278,278,80004a84,80004a68,sll,divu,sll|divu,274,3933,8000,70,6,6003,2399f6a3fd4b882e,3ceff036a2e3ffbf,8b23c47ef4895609
100,bug_130,riscv_jump_stress_test,23108,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,779,779,80003f32,80003f0c,mulh,c.sub,mulh|c.sub,763,3406,8000,70,6,6303,430a0907590ce329,6700c8b8963b0c7e,a57a861b8702463e
101,bug_130,riscv_jump_stress_test,23110,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,398,398,80000806,800007f2,csrrwi,mulhu,csrrwi|mulhu,381,197,8000,70,6,1035,bd37ab0098464e97,55b6b88f57d8406f,7c7d8bf4a0db11a0
102,bug_130,riscv_jump_stress_test,23111,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1397,1397,80000df6,80000e1c,c.addi16sp,c.mv,c.addi16sp|c.mv,1321,2087,8000,70,6,5306,af737a5342c9942c,51466e59582add11,337bbb655ed2f81c
103,bug_130,riscv_jump_stress_test,23113,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,909,909,80001382,800013bc,c.li,mulhsu,c.li|mulhsu,830,185,8000,70,6,1700,047ffd56887d7890,554de0c58fea3500,01432e3dd0a3434e
104,bug_130,riscv_jump_stress_test,23114,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,89,89,80005bbe,80005ba6,c.slli,addi,c.slli|addi,103,3510,8000,70,6,5413,b3f48f36962ced73,561f2d29f88ee4fa,f2c67aa914c3c732
105,bug_130,riscv_jump_stress_test,23115,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,623,623,80000aea,80000aae,divu,slli,divu|slli,617,2859,8000,70,6,5501,510d1fe9c00bb214,4bc48f7bc16114cf,6f7b83433955e06d
106,bug_130,riscv_jump_stress_test,23116,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,341,341,80000870,80000868,c.addi16sp,and,c.addi16sp|and,305,111,8000,70,6,831,ebb3d8609a82b044,384c9d6d74740ca8,5440993bae0d29f9
107,bug_130,riscv_jump_stress_test,23117,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,837,837,80000da4,80000dc2,c.mv,c.slli,c.mv|c.slli,833,1412,8000,70,6,3721,e49911425329af2b,ef13cc553db912b1,73249fb75ca491c1
108,bug_130,riscv_machine_mode_rand_test,23118,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,59,59,80000162,80000172,or,xori,or|xori,291,4066,8000,70,6,6179,1b47f696bdba8648,11ecc3fcf15d629b,8ff225280d222504
109,bug_130,riscv_machine_mode_rand_test,23119,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,148,148,80000448,80000420,sub,rem,sub|rem,126,1859,8000,70,6,3273,3e833d37296a0e60,cb126a37653b3f5c,2ca29522e73ad52f
110,bug_130,riscv_machine_mode_rand_test,23120,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,72,72,800001b6,800001f0,srli,c.xor,srli|c.xor,97,5834,8000,70,6,6822,4430c0c578e1ec40,bf6dcff6225c65db,b6fab9ea0051c41c
111,bug_130,riscv_machine_mode_rand_test,23122,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,84,84,80000228,80000220,c.addi4spn,mul,c.addi4spn|mul,140,4371,8000,70,6,6573,b63b7766f8cae3a0,fe46e936e573f42e,62e105acbb374f15
112,bug_130,riscv_machine_mode_rand_test,23123,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,256,256,80002fdc,80003010,or,sll,or|sll,220,1473,8000,70,6,2848,3b862b62eae20bdd,dd1a08d9ecc04dd4,2730ba1c26748c86
113,bug_130,riscv_machine_mode_rand_test,23124,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,300,300,800007ce,800007da,csrrci,add,csrrci|add,308,2023,8000,70,6,3565,e1c2a21671cee3e5,674e33aa6e53c1bd,6b11360a33601066
114,bug_130,riscv_machine_mode_rand_test,23125,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,98,98,80004d8c,80004d72,c.sub,mulhsu,c.sub|mulhsu,93,5106,8000,70,6,2531,dd6b432132677ad8,cc399283123d7b4f,2f1668a9cbef8e60
115,bug_130,riscv_machine_mode_rand_test,23126,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,384,384,800061f6,80006206,csrrci,andi,csrrci|andi,377,10754,8000,70,6,15889,afa3fc4e4afeaea4,8ecd87a9ccbd7ca9,5a25bd17ebfa3d3f
116,bug_130,riscv_machine_mode_rand_test,23127,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,258,258,80000626,80000612,mulhu,srl,mulhu|srl,215,534,8000,70,6,10506,30e0510275a12201,3ec8317dae7418ea,093f33ccbc15ebdf
117,bug_130,riscv_machine_mode_rand_test,23128,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,77,77,800001f0,800001c4,c.srai,srli,c.srai|srli,135,13672,8000,70,6,21629,5cea2df10a9b7f56,ed42e3ca00cabda1,d3ff479b0e366ab4
118,bug_130,riscv_machine_mode_rand_test,23129,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,225,225,80005538,80005504,or,and,or|and,202,188,8000,70,6,781,7732f9cd7217d432,19e8e61d4a06f0d1,9110c76bea954810
119,bug_130,riscv_machine_mode_rand_test,23130,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,359,359,800008ee,800008c8,c.srli,rem,c.srli|rem,453,1872,8000,70,6,8335,7fdb1f767dfeb7f1,507d4bd8066ed294,4fca4b0602f61f63
120,bug_130,riscv_machine_mode_rand_test,23131,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,227,227,80005946,80005942,mulhu,or,mulhu|or,197,5801,8000,70,6,9432,cfb5f91023d1e7c5,cb05a2a207f53087,f915efdf4c9d1de6
121,bug_130,riscv_machine_mode_rand_test,23132,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,85,85,80000428,80000452,c.lui,or,c.lui|or,92,5786,8000,70,6,2481,43d844ecbc412518,f16736bb08db86a6,a1262521a9f6248b
122,bug_130,riscv_machine_mode_rand_test,23133,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,81,81,800001dc,800001f0,csrrsi,xori,csrrsi|xori,70,2708,8000,70,6,4075,93c92b61e7571888,2eb0a1254479a60c,03879f446c8d33c6
123,bug_130,riscv_machine_mode_rand_test,23134,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,188,188,8000397e,80003996,ori,auipc,ori|auipc,165,2615,8000,70,6,5135,5e67c337c93334e3,f42f7682049eabfa,a675b8e4f0fa7ce2
124,bug_130,riscv_rand_jump_test,23135,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,325,325,8000ae8a,8000ae4a,mul,c.addi,mul|c.addi,258,7067,8000,70,6,12629,b7a5f6923aa70150,7ed4793eaea14c54,b80344b0b8c97768
125,bug_130,riscv_rand_jump_test,23136,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,737,737,8000261a,8000264e,addi,xori,addi|xori,693,2822,8000,70,6,7411,42fe028cea3fecd1,c2af48e84ab3158b,43b611cf3cab5e28
126,bug_130,riscv_rand_jump_test,23137,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1405,1405,80001d20,80001d48,c.addi16sp,sra,c.addi16sp|sra,1312,3357,8000,70,6,6694,774bdede2149ab4b,488c3670c67ce8ff,63102f09fa5ba0c4
127,bug_130,riscv_rand_jump_test,23138,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,318,318,8000c972,8000c994,mulhsu,c.sub,mulhsu|c.sub,251,1006,8000,70,6,49126,244706a1c3162a16,d0e19d585339af30,0a012e2ed241be71
128,bug_130,riscv_rand_jump_test,23140,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,456,456,80003db8,80003d9a,c.xor,mulh,c.xor|mulh,417,37882,8000,70,6,64814,f78380ab318bd5b0,87fd01437df71db7,942f8a5fcc59c018
129,bug_130,riscv_rand_jump_test,23141,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,753,753,8000103e,8000100e,mulhsu,c.addi,mulhsu|c.addi,554,10735,8000,70,6,35103,e29ad37b99bd5f51,0f753a39d719aec5,f650dd7a15ba7d29
130,bug_130,riscv_rand_jump_test,23142,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1674,1674,80001f68,80001f2a,andi,xori,andi|xori,1602,6935,8000,70,6,12483,bd15aef436c75b9b,64a4876e2b79ca45,b0c4f23dbcfa78a4
131,bug_130,riscv_rand_jump_test,23144,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,63,63,8000016e,8000017c,c.sub,jalr,c.sub|jalr,1788,292749,8000,70,6,191519,d005e1aae6324f18,487365593371a256,21a4e65273b9c3fd
132,bug_130,riscv_rand_jump_test,23147,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,570,570,80004ce0,80004cb6,mulhu,c.xor,mulhu|c.xor,959,277842,8000,70,6,404054,e4d9302d75090a9c,b4c64f2c2e699af2,d22135941d3eb4ba
133,bug_130,riscv_rand_jump_test,23149,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,96,96,80003aa6,80003ab6,sra,jalr,sra|jalr,124,20614,8000,70,6,29284,541c7efb5c3ecd53,ec219b9cabd140d3,463f7584de315107
134,bug_130,riscv_rand_jump_test,23150,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,956,956,8000b9ca,8000b98c,srl,mul,srl|mul,902,5598,8000,70,6,10140,ee11f109a63b2c5d,4f6fade731c5650e,b794ab098e4bd63c
135,bug_132,riscv_jump_stress_test,23151,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,404,404,80000690,800006b6,mulh,c.addi16sp,mulh|c.addi16sp,392,4698,8000,70,6,7375,1d9c07c4e74b143a,2ef9d1449b4d7ee1,e6183b605df51ae6
136,bug_132,riscv_jump_stress_test,23152,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,109,109,80003c98,80003c9e,srl,addi,srl|addi,99,3551,8000,70,6,3269,75c25952c2ec52d8,739046552e28c5a0,32dff18a567cb6b1
137,bug_132,riscv_jump_stress_test,23153,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,784,784,80002848,800027f8,c.li,srli,c.li|srli,785,2889,8000,70,6,5349,26186d29343a2fe4,6ce3a27417bf70e8,0b21ab2d0e40e80a
138,bug_132,riscv_jump_stress_test,23154,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,634,634,80000b44,80000b22,andi,xor,andi|xor,653,1405,8000,70,6,3218,5190b41204eb3ce1,da3331217875be12,c8d2d683ea4c9f7d
139,bug_132,riscv_jump_stress_test,23155,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,501,501,8000086e,8000088e,divu,c.sub,divu|c.sub,507,951,8000,70,6,2346,d4d0e37c64fdcc08,7688ce7ecd1e31bf,0a176708ed71b222
140,bug_132,riscv_jump_stress_test,23156,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,976,976,800029f4,800029b6,xori,mul,xori|mul,971,1694,8000,70,6,3966,7d5fce92c90b8eec,fe64c6aaff4d8a6f,e0094decb6de48e9
141,bug_132,riscv_jump_stress_test,23157,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,395,395,80003f00,80003f32,csrrci,mulhsu,csrrci|mulhsu,391,2243,8000,70,6,5420,1f2ff720c9b0205d,01710674dfe609c6,4a9e6248870c448c
142,bug_132,riscv_jump_stress_test,23158,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,687,687,800039ac,80003994,rem,c.lui,rem|c.lui,685,9635,8000,70,6,15535,5a0416bdc3ca0a1e,e52e9201957cbbab,a8ecc545b8092b95
143,bug_132,riscv_jump_stress_test,23159,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,331,331,800005d4,800005ba,div,and,div|and,327,3484,8000,70,6,5649,99fe3bdd1ef56448,013780ce20b20b07,38b48183bf2e927d
144,bug_132,riscv_jump_stress_test,23160,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,302,302,80000520,8000055c,c.li,slt,c.li|slt,313,2866,8000,70,6,5181,5d54291fc33bc3a4,652206795c946307,6d9ef495c436a3cf
145,bug_132,riscv_jump_stress_test,23161,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,354,354,8000247e,800024ba,csrrc,mul,csrrc|mul,346,3112,8000,70,6,7599,6fdcb867b8136947,bf5ee5a54c29b3f8,7945a2f07fd4091e
146,bug_132,riscv_jump_stress_test,23162,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1107,1107,80001df8,80001dfe,slti,c.addi16sp,slti|c.addi16sp,1104,6630,8000,70,6,11531,72a34f5ba2d0aefd,e70c5bed8c0e735c,32f9f941bffd8d1b
147,bug_132,riscv_jump_stress_test,23163,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,119,119,8000030e,8000033a,xori,c.xor,xori|c.xor,107,37,8000,70,6,500,a6c7826e14c86797,efe67f4d5648100e,48df45ae89201bb2
148,bug_132,riscv_jump_stress_test,23164,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,602,602,800009f2,800009d4,c.andi,sll,c.andi|sll,594,3424,8000,70,6,6211,8588fdccaf5c39fa,b7dcf0c9096a02e8,5b9297459163d0f2
149,bug_132,riscv_jump_stress_test,23165,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,314,314,80002244,80002272,auipc,slt,auipc|slt,308,3845,8000,70,6,5297,f2a146458d4be81b,89d0447546d02603,efba8f749ce70084
150,bug_132,riscv_jump_stress_test,23166,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,200,200,80000394,8000040c,c.andi,jal,c.andi|jal,210,3333,8000,70,6,5266,f986c8dde4a6bdfc,fad6591226ce2d55,1f38aecb15d2045c
151,bug_132,riscv_rand_instr_test,23168,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,81,81,80001978,80001974,c.addi16sp,auipc,c.addi16sp|auipc,82,4085,8000,70,6,5662,c2e727940f2a9940,95b248061c696783,270a37f686516b90
152,bug_132,riscv_rand_instr_test,23170,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,75,75,800001d6,8000020a,divu,c.mv,divu|c.mv,86,2000,8000,70,6,3544,93ed94a7a61b6e8e,32f40e30e07f1162,b1b8ffb1eadb0005
153,bug_132,riscv_rand_instr_test,23171,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,86,86,80000234,800001f8,srl,srai,srl|srai,95,9516,8000,70,6,1694,8fcf8cf1e22a28d2,8d6419c62ab4dd5e,01aadee1657d0476
154,bug_132,riscv_rand_instr_test,23172,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,101,101,8000044c,8000047e,mulh,mulh,mulh|mulh,117,3681,8000,70,6,7850,e8c070f0e64d0b30,e65aae5cb119c02d,f25be4ddb0002f17
155,bug_132,riscv_rand_instr_test,23174,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,108,108,80000298,8000027c,lui,rem,lui|rem,96,743,8000,70,6,6792,64409da94389d981,5a9a109cb8cc0f5c,b2847ae5e1c268c8
156,bug_132,riscv_rand_instr_test,23175,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,139,139,80004b84,80004b58,xori,slti,xori|slti,163,13770,8000,70,6,20949,e43aed43c573b648,3b4bef67990d6da7,bc7f8464f6cfea75
157,bug_132,riscv_rand_instr_test,23176,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,65,65,80000188,80000196,slti,sra,slti|sra,67,4650,8000,70,6,2623,e54e44848e92da34,c1aeedd29e042d23,6756e28655a1ff02
158,bug_132,riscv_rand_instr_test,23177,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,80,80,800001c6,800001be,c.lui,mulh,c.lui|mulh,86,4025,8000,70,6,6213,7adf9e3a4a2d998b,9c8b5498bf146405,5f251732c91d1216
159,bug_132,riscv_rand_instr_test,23178,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,61,61,80000198,80000170,c.lui,c.sub,c.lui|c.sub,55,3952,8000,70,6,1875,a6f03fbb26580ae3,8b37a08bbc21b4e7,e1ce3413c36edf5d
160,bug_132,riscv_rand_instr_test,23179,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,181,181,80001c3c,80001c0a,srli,c.and,srli|c.and,276,14489,8000,70,6,22391,b796b847ce220ce5,297d6d000a98e20e,babb732644d26900
161,bug_132,riscv_rand_instr_test,23180,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,97,97,800037c0,80003788,c.addi,csrrs,c.addi|csrrs,99,5276,8000,70,6,10761,55325cee131a7a38,97de6aefbefd5545,e3844135b92998d4
162,bug_132,riscv_rand_instr_test,23181,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,139,139,80006664,80006692,or,slli,or|slli,136,6711,8000,70,6,9984,9f0536477852248a,24b65ae3b4fc37ac,38b6a574927731a6
163,bug_132,riscv_rand_instr_test,23182,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,69,69,8000018e,80000182,slli,xori,slli|xori,68,909,8000,70,6,1721,e90043c6bedbf0f8,c3d2842e8387c85a,b9582d9c667e7036
164,bug_132,riscv_rand_instr_test,23183,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,69,69,800001ec,80000226,andi,c.addi4spn,andi|c.addi4spn,72,4555,8000,70,6,7859,2ebbde380ed52abf,bc5d0a00f561db52,10766b50a251f754
165,bug_132,riscv_rand_instr_test,23184,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,105,105,80000264,80000280,sra,srli,sra|srli,106,11214,8000,70,6,16034,77a4a85a300119a2,abcebc81aa33ba21,9a4ec9fe7adc4b5f
166,bug_132,riscv_rand_jump_test,23185,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,195,195,8000a8ac,8000a8b6,sltiu,xori,sltiu|xori,207,10859,8000,70,6,15978,0596578daf855cfd,61f4417568b727a1,c210b4c8376bbe5c
167,bug_132,riscv_rand_jump_test,23187,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,57,57,8000014c,800001ba,c.addi,csrrs,c.addi|csrrs,57,106,8000,70,6,485,9ef5dbfc790f9b02,178dfb386bc155a3,0c0249fb7fe6c716
168,bug_132,riscv_rand_jump_test,23188,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1758,1758,80008c8e,80008c62,c.addi4spn,addi,c.addi4spn|addi,967,4879,8000,70,6,17008,08fe094471c10192,e80d076e2ca09f3a,f02d04703c3ec692
169,bug_132,riscv_rand_jump_test,23189,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,87,87,800001e0,80000212,add,sra,add|sra,74,8,8000,70,6,350,5ec3d2adf93d5974,5233881f5261149f,0253951724937d71
170,bug_132,riscv_rand_jump_test,23190,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,553,553,80000a96,80000ad2,c.slli,c.or,c.slli|c.or,354,31071,8000,70,6,3229,ce52c2b435a06bc0,51beb7ce49108d05,3d4f28da8a69bdb8
171,bug_132,riscv_rand_jump_test,23191,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,76,76,80010f60,80010f5a,lui,c.or,lui|c.or,102,16790,8001,70,6,24162,7b2685ab0aa1e5fd,db0fae51646d240d,7b797e6890d08901
172,bug_132,riscv_rand_jump_test,23192,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,542,542,80000a24,80000a5c,c.srli,divu,c.srli|divu,539,7376,8000,70,6,9327,a52ba2f41e7c8bb0,61f7d6eda379d671,dc7122b984bd30f1
173,bug_132,riscv_rand_jump_test,23193,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,96,96,800003a6,8000039c,andi,c.slli,andi|c.slli,117,29900,8000,70,6,25412,5f004ec4db9683be,644b02a13073815c,b4b3dcb210143c57
174,bug_132,riscv_rand_jump_test,23194,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,514,514,80000a40,80000a3c,sltiu,srli,sltiu|srli,553,46141,8000,70,6,108616,0242bd0787a608dd,1eedefab0a1d1b8f,cddc7fa7a66fbaab
175,bug_132,riscv_rand_jump_test,23195,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,102,102,80000268,8000025e,c.srai,csrrwi,c.srai|csrrwi,139,4909,8000,70,6,8366,19ef54f500837cdd,7048b7ec7ff08c4f,6d48959cafa7e84c
176,bug_132,riscv_rand_jump_test,23196,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,169,169,800111a4,80011178,csrrs,c.xor,csrrs|c.xor,243,59512,8001,70,6,57521,aae3526a16601627,229ab2cc58977d2a,2582a32bf3e833e3
177,bug_132,riscv_rand_jump_test,23197,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,185,185,80010d8e,80010d92,div,c.addi4spn,div|c.addi4spn,165,10508,8001,70,6,17817,ae7d905f9ef2a9b5,6ac18db2615921a6,fcbd09721cc51fd0
178,bug_132,riscv_rand_jump_test,23198,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,762,762,80000e90,80000e8c,sll,slt,sll|slt,528,1935,8000,70,6,4817,afc57936831d1479,8776e253ba088ae9,d85071dffd20d21e
179,bug_132,riscv_rand_jump_test,23199,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,602,602,80000bc8,80000bf0,c.addi,csrrs,c.addi|csrrs,561,1172,8000,70,6,3528,6578136175e990cd,419cb1d7f8397398,ed520fc3c9df0423
180,bug_132,riscv_rand_jump_test,23200,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,171,171,800004b8,800004b4,srai,addi,srai|addi,150,58,8000,70,6,509,70935a1f3d16c4c8,3b062383523f9338,8b3ea9c7ee5fe432
181,bug_133,riscv_debug_branch_jump_test,23201,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,9673000,read to uninitialzed addr 0xfa5591c7,,0,0,,,,,,,,,,,43509,3,892969,216b26fd46c72030,17c61d29fc02f6e1,7d5a168507839877
182,bug_133,riscv_debug_branch_jump_test,23203,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,7247000,read to uninitialzed addr 0xf,,0,0,,,,,,,,,,,57676,3,758696,d869116cc46989aa,17c61d29fc02f6e1,803219f13360068c
183,bug_133,riscv_debug_branch_jump_test,23204,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,6221000,read to uninitialzed addr 0x3bc7,,0,0,,,,,,,,,,,94391,3,754399,d6eb49d28efd69e1,17c61d29fc02f6e1,2f54a8a84d88a27e
184,bug_133,riscv_debug_branch_jump_test,23205,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,15341000,read to uninitialzed addr 0x8010f22f,,0,0,,,,,,,,,,,52865,3,882049,57c90d42d3cf9aa2,17c61d29fc02f6e1,7e765527703e0f57
185,bug_133,riscv_debug_branch_jump_test,23210,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,6719000,read to uninitialzed addr 0x8010019b,,0,0,,,,,,,,,,,61675,3,824225,6aa5c6d4b10d09d5,17c61d29fc02f6e1,1f616919191aa60e
